hd,jcd,rno,label_3t,win_lane
20240320,1,1,3-1-5,3
20240320,1,2,1-3-5,1
20240320,1,3,6-1-5,6
20240320,1,4,2-6-1,2
20240320,1,5,1-3-4,1
20240320,1,6,4-1-2,4
20240320,1,7,1-2-5,1
20240320,1,8,1-3-2,1
20240320,1,9,5-1-2,5
20240320,1,10,1-2-3,1
20240320,1,11,1-4-3,1
20240320,1,12,1-4-6,1
20240320,2,1,1-3-5,1
20240320,2,2,1-3-2,1
20240320,2,3,3-4-5,3
20240320,2,4,1-5-2,1
20240320,2,5,1-3-2,1
20240320,2,6,3-4-5,3
20240320,2,7,2-1-4,2
20240320,2,8,1-2-4,1
20240320,2,9,2-1-5,2
20240320,2,10,1-3-6,1
20240320,2,11,3-2-5,3
20240320,2,12,2-6-4,2
20240320,5,1,1-3-5,1
20240320,5,2,5-2-6,5
20240320,5,3,2-1-6,2
20240320,5,4,1-4-5,1
20240320,5,5,2-3-1,2
20240320,5,6,4-6-3,4
20240320,5,7,1-5-3,1
20240320,5,8,3-4-2,3
20240320,5,9,1-2-6,1
20240320,5,10,2-1-5,2
20240320,5,11,1-4-5,1
20240320,5,12,3-6-1,3
20240320,6,1,1-2-3,1
20240320,6,2,2-3-4,2
20240320,6,3,1-2-6,1
20240320,6,4,1-3-5,1
20240320,6,5,4-2-6,4
20240320,6,6,2-3-4,2
20240320,6,7,1-5-2,1
20240320,6,8,1-3-4,1
20240320,6,9,2-1-5,2
20240320,6,10,,
20240320,6,11,,
20240320,6,12,,
20240320,8,1,,
20240320,8,2,,
20240320,8,3,,
20240320,8,4,,
20240320,8,5,,
20240320,8,6,,
20240320,8,7,,
20240320,8,8,,
20240320,8,9,,
20240320,8,10,,
20240320,8,11,,
20240320,8,12,,
20240320,9,1,,
20240320,9,2,,
20240320,9,3,,
20240320,9,4,,
20240320,9,5,,
20240320,9,6,,
20240320,9,7,,
20240320,9,8,,
20240320,9,9,,
20240320,9,10,,
20240320,9,11,,
20240320,9,12,,
20240320,10,1,1-3-5,1
20240320,10,2,3-1-5,3
20240320,10,3,1-2-3,1
20240320,10,4,3-6-1,3
20240320,10,5,1-2-5,1
20240320,10,6,4-5-6,4
20240320,10,7,4-2-5,4
20240320,10,8,,
20240320,10,9,,
20240320,10,10,,
20240320,10,11,,
20240320,10,12,,
20240320,12,1,6-1-4,6
20240320,12,2,1-2-5,1
20240320,12,3,1-4-6,1
20240320,12,4,1-2-6,1
20240320,12,5,1-5-2,1
20240320,12,6,1-2-3,1
20240320,12,7,1-4-6,1
20240320,12,8,2-4-1,2
20240320,12,9,3-1-5,3
20240320,12,10,1-3-5,1
20240320,12,11,1-5-2,1
20240320,12,12,1-3-4,1
20240320,13,1,2-5-1,2
20240320,13,2,3-6-5,3
20240320,13,3,3-5-1,3
20240320,13,4,6-3-1,6
20240320,13,5,1-2-4,1
20240320,13,6,1-4-2,1
20240320,13,7,1-4-2,1
20240320,13,8,2-6-1,2
20240320,13,9,3-1-6,3
20240320,13,10,2-1-6,2
20240320,13,11,1-5-6,1
20240320,13,12,1-5-4,1
20240320,15,1,,
20240320,15,2,,
20240320,15,3,,
20240320,15,4,,
20240320,15,5,,
20240320,15,6,,
20240320,15,7,,
20240320,15,8,,
20240320,15,9,,
20240320,15,10,,
20240320,15,11,,
20240320,15,12,,
20240320,17,1,1-4-6,1
20240320,17,2,2-3-6,2
20240320,17,3,3-2-5,3
20240320,17,4,3-5-2,3
20240320,17,5,2-1-3,2
20240320,17,6,1-3-2,1
20240320,17,7,2-3-1,2
20240320,17,8,2-3-5,2
20240320,17,9,1-3-2,1
20240320,17,10,1-2-3,1
20240320,17,11,1-2-3,1
20240320,17,12,1-3-6,1
20240320,22,1,1-2-4,1
20240320,22,2,1-6-2,1
20240320,22,3,1-3-2,1
20240320,22,4,3-1-2,3
20240320,22,5,1-2-5,1
20240320,22,6,1-6-5,1
20240320,22,7,2-1-4,2
20240320,22,8,2-1-4,2
20240320,22,9,1-5-2,1
20240320,22,10,1-4-3,1
20240320,22,11,2-3-5,2
20240320,22,12,1-3-2,1
20240320,23,1,1-2-3,1
20240320,23,2,3-1-6,3
20240320,23,3,4-5-1,4
20240320,23,4,4-1-6,4
20240320,23,5,2-3-4,2
20240320,23,6,5-4-3,5
20240320,23,7,5-4-2,5
20240320,23,8,2-1-6,2
20240320,23,9,2-1-4,2
20240320,23,10,1-2-3,1
20240320,23,11,1-2-4,1
20240320,23,12,1-2-5,1
20240320,24,1,1-2-5,1
20240320,24,2,1-4-3,1
20240320,24,3,1-4-2,1
20240320,24,4,4-2-1,4
20240320,24,5,3-4-2,3
20240320,24,6,1-3-4,1
20240320,24,7,2-1-3,2
20240320,24,8,3-1-4,3
20240320,24,9,1-2-6,1
20240320,24,10,1-4-6,1
20240320,24,11,1-3-4,1
20240320,24,12,1-2-5,1
